id	address	end	name	calls	jumps	references	confidence	source
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40854452	40854452		Function candidate 40854452	0	51			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40854452	40854452		Function candidate 40854452	0	51	53	0.8	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408555A8	408555A8		fn408555A8	21	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408555A8	408555A8		fn408555A8	21	0	21	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408555BE	408555BE		fn408555BE	10	1			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408555BE	408555BE		fn408555BE	10	1			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40855BF8	40855BF8		fn40855BF8	12	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40855BF8	40855BF8		fn40855BF8	12	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40856262	40856262		fn40856262	11	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40856262	40856262		fn40856262	11	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085626A	4085626A		fn4085626A	10	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4085626A	4085626A		fn4085626A	10	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085690E	4085690E		fn4085690E	11	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40856CA0	40856CA0		fn40856CA0	16	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40856CA0	40856CA0		fn40856CA0	16	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408571DC	408571DC		fn408571DC	36	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408571DC	408571DC		fn408571DC	36	0	36	0.85	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085736C	4085736C		fn4085736C	13	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408574DA	408574DA		fn408574DA	10	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408574F6	408574F6		fn408574F6	12	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40857C6C	40857C6C		fn40857C6C	10	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40857C6C	40857C6C		fn40857C6C	10	0	10	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40857CB2	40857CB2		fn40857CB2	9	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40857CB2	40857CB2		fn40857CB2	9	0	9	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40857CE4	40857CE4		fn40857CE4	15	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40857CE4	40857CE4		fn40857CE4	15	0	15	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085874E	4085874E		fn4085874E	20	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4085874E	4085874E		fn4085874E	20	0	20	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408587A0	408587A0		fn408587A0	14	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408587A0	408587A0		fn408587A0	14	0	14	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408587AA	408587AA		fn408587AA	10	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408587AA	408587AA		fn408587AA	10	0	10	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40858D54	40858D54		fn40858D54	11	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40858D54	40858D54		fn40858D54	11	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40858DAA	40858DAA		fn40858DAA	12	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40858DAA	40858DAA		fn40858DAA	12	0	12	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085ABFE	4085ABFE		fn4085ABFE	25	2	27	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085AFF0	4085AFF0		fn4085AFF0	13	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085BAA0	4085BAA0		fn4085BAA0	12	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085BB20	4085BB20		fn4085BB20	23	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4085BB20	4085BB20		fn4085BB20	23	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085BDD0	4085BDD0		fn4085BDD0	16	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4085BDD0	4085BDD0		fn4085BDD0	16	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085BE70	4085BE70		fn4085BE70	13	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4085BE70	4085BE70		fn4085BE70	13	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085BF60	4085BF60		fn4085BF60	13	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4085BF60	4085BF60		fn4085BF60	13	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085D010	4085D010		fn4085D010	11	2			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4085D010	4085D010		fn4085D010	11	2	13	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085D398	4085D398		fn4085D398	18	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085D3E8	4085D3E8		fn4085D3E8	10	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085D43C	4085D43C		fn4085D43C	11	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085DAE2	4085DAE2		fn4085DAE2	12	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4085DAE2	4085DAE2		fn4085DAE2	12	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085DAF6	4085DAF6		fn4085DAF6	9	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4085DAF6	4085DAF6		fn4085DAF6	9	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085DE36	4085DE36		fn4085DE36	10	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085E25A	4085E25A		fn4085E25A	19	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4085E25A	4085E25A		fn4085E25A	19	0	19	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085E2C0	4085E2C0		fn4085E2C0	32	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4085E2C0	4085E2C0		fn4085E2C0	32	0	32	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085E3DE	4085E3DE		fn4085E3DE	10	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4085E3DE	4085E3DE		fn4085E3DE	10	0	10	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085E4AC	4085E4AC		fn4085E4AC	10	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4085E4AC	4085E4AC		fn4085E4AC	10	0	10	0.95	rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4085F0D0	4085F0D0		fn4085F0D0	8	0	8	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085F6A0	4085F6A0		fn4085F6A0	36	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4085F6A0	4085F6A0		fn4085F6A0	36	0	36	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40860142	40860142		fn40860142	10	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40860142	40860142		fn40860142	10	0	10	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4086019A	4086019A		fn4086019A	12	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4086021C	4086021C		fn4086021C	10	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4086021C	4086021C		fn4086021C	10	0	10	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4086034A	4086034A		fn4086034A	86	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4086034A	4086034A		fn4086034A	86	0	86	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4086082E	4086082E		fn4086082E	13	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4086082E	4086082E		fn4086082E	13	0	13	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408611C6	408611C6		fn408611C6	9	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408611C6	408611C6		fn408611C6	9	0	9	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40861578	40861578		fn40861578	11	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40861578	40861578		fn40861578	11	0	11	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40861E9E	40861E9E		fn40861E9E	20	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40861E9E	40861E9E		fn40861E9E	20	0	20	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4086239E	4086239E		fn4086239E	10	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4086239E	4086239E		fn4086239E	10	0	10	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40863D2A	40863D2A		fn40863D2A	13	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40863D54	40863D54		fn40863D54	15	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40863E60	40863E60		fn40863E60	13	0	14	0.95	rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40864F60	40864F60		fn40864F60	9	0	9	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4086703A	4086703A		fn4086703A	16	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4086703A	4086703A		fn4086703A	16	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40868442	40868442		Function candidate 40868442	0	60	60	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40868EB6	40868EB6		Function candidate 40868EB6	0	28			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408692E0	408692E0		fn408692E0	11	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408692E0	408692E0		fn408692E0	11	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40869384	40869384		fn40869384	21	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40869384	40869384		fn40869384	21	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40869A4A	40869A4A		fn40869A4A	10	1			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40869A4A	40869A4A		fn40869A4A	10	1			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4086A12E	4086A12E		fn4086A12E	13	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4086A12E	4086A12E		fn4086A12E	13	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4086A6E4	4086A6E4		fn4086A6E4	10	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4086A6E4	4086A6E4		fn4086A6E4	10	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4086AF14	4086AF14		fn4086AF14	20	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4086AF14	4086AF14		fn4086AF14	20	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4086BBAE	4086BBAE		fn4086BBAE	11	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4086BBAE	4086BBAE		fn4086BBAE	11	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4086BBD2	4086BBD2		fn4086BBD2	17	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4086BBD2	4086BBD2		fn4086BBD2	17	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4086C7E0	4086C7E0		fn4086C7E0	16	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4086C7E0	4086C7E0		fn4086C7E0	16	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4086CD44	4086CD44		fn4086CD44	32	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4086CD44	4086CD44		fn4086CD44	32	0	32	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4086CD92	4086CD92		fn4086CD92	10	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4086CD92	4086CD92		fn4086CD92	10	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4086CDB8	4086CDB8		fn4086CDB8	14	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4086CDB8	4086CDB8		fn4086CDB8	14	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4086D1AA	4086D1AA		fn4086D1AA	19	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4086D1AA	4086D1AA		fn4086D1AA	19	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4086DD50	4086DD50		fn4086DD50	15	0	15	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4086DD60	4086DD60		fn4086DD60	9	0	9	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4086EC54	4086EC54		Function candidate 4086EC54	0	45	45	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4086EF60	4086EF60		fn4086EF60	16	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4086EF60	4086EF60		fn4086EF60	16	0	16	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4086EFB0	4086EFB0		fn4086EFB0	16	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4086EFB0	4086EFB0		fn4086EFB0	16	0	16	0.95	rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408716C0	408716C0		fn408716C0	8	0	8	0.95	stackimport
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40872B80	40872B80		fn40872B80	8	0	8	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4087307A	4087307A		fn4087307A	13	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4087307A	4087307A		fn4087307A	13	0	13	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408773E6	408773E6		fn408773E6	12	0	12	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408773F0	408773F0		fn408773F0	11	0	11	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408773FA	408773FA		fn408773FA	10	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40877BFE	40877BFE		fn40877BFE	10	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40877BFE	40877BFE		fn40877BFE	10	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40878ED2	40878ED2		fn40878ED2	15	0	15	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40878EF0	40878EF0		fn40878EF0	26	0	26	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40878F10	40878F10		fn40878F10	19	0	19	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40878F4E	40878F4E		fn40878F4E	22	1	23	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40878F76	40878F76		fn40878F76	20	2	22	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40878FC2	40878FC2		fn40878FC2	17	1	18	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40878FE0	40878FE0		fn40878FE0	15	1	16	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40879040	40879040		fn40879040	22	2	24	0.95	rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4087A490	4087A490		fn4087A490	8	0	8	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4087C01E	4087C01E		fn4087C01E	12	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4087C01E	4087C01E		fn4087C01E	12	0	12	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4087C132	4087C132		fn4087C132	15	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4087C132	4087C132		fn4087C132	15	0	15	0.95	rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4087C1D8	4087C1D8		fn4087C1D8	8	0	8	0.95	stackimport
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4087C50A	4087C50A		fn4087C50A	8	0	8	0.95	stackimport
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4087C610	4087C610		fn4087C610	8	0	8	0.95	stackimport
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4087CAD0	4087CAD0		fn4087CAD0	9	0	9	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4087D0DC	4087D0DC		fn4087D0DC	11	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4087E688	4087E688		Function candidate 4087E688	0	37	37	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4087EC30	4087EC30		fn4087EC30	10	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4087EC30	4087EC30		fn4087EC30	10	0	10	0.95	rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408826B0	408826B0		fn408826B0	8	0	8	0.95	stackimport
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40882700	40882700		fn40882700	8	0	8	0.95	stackimport
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40882810	40882810		fn40882810	9	0	9	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40882950	40882950		fn40882950	13	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40882950	40882950		fn40882950	13	0	13	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40882BD0	40882BD0		fn40882BD0	13	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40882BD0	40882BD0		fn40882BD0	13	0	13	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40882F60	40882F60		fn40882F60	25	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40882F60	40882F60		fn40882F60	25	0	25	0.95	rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40883690	40883690		fn40883690	9	0	9	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40883EE0	40883EE0		fn40883EE0	25	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40883EE0	40883EE0		fn40883EE0	25	0	25	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408849E0	408849E0		fn408849E0	10	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408849E0	408849E0		fn408849E0	10	0	10	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40886EF0	40886EF0		fn40886EF0	15	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40886EF0	40886EF0		fn40886EF0	15	0	15	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40886F40	40886F40		fn40886F40	11	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40886F40	40886F40		fn40886F40	11	0	11	0.95	rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408870B0	408870B0		fn408870B0	8	0	8	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40887100	40887100		fn40887100	16	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40887100	40887100		fn40887100	16	0	16	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40887BF0	40887BF0		fn40887BF0	14	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40887BF0	40887BF0		fn40887BF0	14	0	14	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408883F0	408883F0		fn408883F0	12	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408883F0	408883F0		fn408883F0	12	0	12	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408884C0	408884C0		fn408884C0	12	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408884C0	408884C0		fn408884C0	12	0	12	0.95	rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40888AE0	40888AE0		fn40888AE0	8	0	8	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4088BBA4	4088BBA4		Function candidate 4088BBA4	0	29			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4088BBA4	4088BBA4		Function candidate 4088BBA4	0	29	29	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4088BD38	4088BD38		fn4088BD38	13	0	13	0.95	rom_structure_analysis
